legura,kolicina,kom,masina,duzina,profil,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,vm_1,vm_2,vm_3,vm_4,vm_5,vm_6,vm_7,vm_8,vm_9,vm_10,vm_11,vm_12,vm_13,vm_14
EW4,12973,2,L60,3600,400 X 1650,0,0,3000,6500,500,0,0,300,2000,1000,0,0,0,0,,,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,,"A6 felne-D, post-con","A4N nebojeni, baliran-D, post-con","A0 vre?e-D, pre-con","A51N nebojeni, vre?e-D, post-con",,,
EW4,10221,2,L60,3600,400 X 1300,0,0,2000,3000,500,0,0,1000,1000,1000,1000,2000,0,0,,,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,,"A0 vre?e-D, pre-con","A4N nebojeni, baliran-D, post-con","A51N nebojeni, vre?e-D, post-con","sekundarni ingoti-D, pre-con","sekundarni ingoti-U, pre-con",,
Q90,48040,5,L39,8600,400 X 1050,5000,0,3000,28000,2000,2000,1000,7000,3000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,"A31N nebojeni, baliran-U, pre-con","A4N nebojeni, baliran-D, post-con",,,,,
EW2,10467,2,L60,3700,400 X 1300,0,0,2000,3000,1000,500,0,1000,4000,0,0,0,0,0,,,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,"A4N nebojeni, baliran-D, post-con","sekundarni ingoti-U, pre-con",,,,,
Q90R,41443,5,L39,8200,400 X 950,5000,0,3000,20000,2000,1000,0,10000,3000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,,"A31N nebojeni, baliran-U, pre-con","A3N nebojeni, baliran-D, post-con",,,,,
Y80,9616,2,L51,4200,400 X 1060,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,,,,,,,
Y80,10109,2,L51,3600,400 X 1300,9000,0,1500,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
Y80,8700,2,L51,3800,400 X 1060,9000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,,
Y80,9616,2,L51,4200,400 X 1060,8500,0,1500,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
Y80,12355,2,L51,4400,400 X 1300,11000,0,1500,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
EW1,12492,2,L51,4400,400 X 1300,4500,0,0,0,0,0,0,4000,5000,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,"sekundarni ingoti-D, pre-con","A4N nebojeni, baliran-U, pre-con",,,,,
Y80,13336,3,L51,4200,400 X 980,11000,0,2000,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
Y80,9616,2,L51,4200,400 X 1060,10000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - BLOK",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,,
Y80,12074,2,L51,4300,400 X 1300,12000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,,
Y80,10109,2,L51,3600,400 X 1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Y80,9616,2,L51,4200,400 X 1060,8000,0,2000,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
Y80,13543,3,L51,3800,400 X 1100,13500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,,
Y80,13336,3,L51,4200,400 X 980,11500,0,2000,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
Y80,10109,2,L51,3600,400 X 1300,9000,0,1500,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
Y80,10433,2,L51,4200,400 X 1150,8500,0,500,2000,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
EW3,10536,2,L51,3600,400 X 1350,0,0,3000,3000,500,0,0,2000,2000,1000,0,0,0,0,"AL ingoti  99,7% - T",,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,,"A0 vre?e-D, pre-con","A4N nebojeni, baliran-U, post-con","A5N nebojeni, vre?e-D, post-con","sekundarni ingoti-D, pre-con",,,
EW4,12492,2,L60,4400,400 X 1300,0,0,2000,4000,1000,500,0,1000,2000,1000,1000,1000,0,0,,,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,"A4N nebojeni, baliran-D, pre-con","A4N nebojeni, baliran-U, pre-con","A51N nebojeni, vre?e-D, post-con","A1 vre?e-D, post-con","A3B bojeni, vre?e-D, post-con",,
EW4,13694,3,L60,3800,400 X 1100,0,0,2000,4000,500,0,0,2000,2000,1000,2000,1000,0,0,,,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,,"A0 vre?e-D, pre-con","A4N nebojeni, baliran-U, post-con","sekundarni ingoti-D, pre-con","sekundarni ingoti-U, pre-con","A51N nebojeni, vre?e-D, post-con",,
EW4,14126,3,L60,4400,400 X 980,0,0,4000,3000,500,0,0,1000,2000,1500,2000,1500,0,0,,,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,,"A0 vre?e-D, pre-con","A4N nebojeni, baliran-D, post-con","A51N nebojeni, vre?e-U, post-con","sekundarni ingoti-U, pre-con","sekundarni ingoti-D, pre-con",,
Q90,49412,4,L39,8600,400 X 1350,7000,0,3000,21000,2000,1000,0,15000,2000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,,"A31N nebojeni, baliran-U, pre-con","A0 vre?e-D, pre-con",,,,,
Q90,43305,5,L39,7400,400 X 1100,5000,0,3000,8000,2000,2000,1000,25000,0,0,0,0,0,0,,,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,"A31N nebojeni, baliran-U, pre-con",,,,,,
Q90,49029,4,L39,7200,400 X 1600,0,0,3000,10000,2000,1000,0,30000,4000,1000,0,0,0,5,,,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,,"A31N nebojeni, baliran-U, pre-con","A3N nebojeni, baliran-U, post-con","A6 stranice kamiona-U, post-con",,,,ALBe5%
Q95=Q98,49412,4,L39,8600,400 X 1350,18000,0,3000,10000,2000,1000,0,15000,3000,0,0,0,5,15,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,,"A31N nebojeni, baliran-U, pre-con","A3N nebojeni, baliran-U, post-con",,,,ALBe5%,Bi100%
Y80,12976,3,L51,4450,400 X 900,13000,0,0,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
Y81,12830,3,L51,3600,400 X 1100,13500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,,
Q90,43305,5,L39,7400,400 X 1100,0,0,3000,27000,2000,1000,0,5000,3000,5000,0,0,0,0,,,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,,"A31N nebojeni, baliran-U, pre-con","A3N nebojeni, baliran-D, post-con","A5N mix (5xxx/6xxx),baliran-U, pre-con",,,,
Q90,50274,5,L39,7000,400 X 1350,0,0,4000,33000,2000,1000,0,2000,6000,3000,1000,0,0,0,,,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,,"A3N nebojeni, baliran-D, post-con","A31N nebojeni, baliran-U, pre-con","A5N mix (5xxx/6xxx),baliran-U, pre-con","A6 stranice kamiona-D, post-con",,,
Q90,49029,4,L39,7200,400 X 1600,0,0,3000,38000,2000,1000,0,2000,1000,3000,2000,0,0,5,,,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,,"A3B bojeni, vre?e-D, post-con","A6 stranice kamiona-D, post-con","A51N nebojeni, baliran-U, post-con","A3N nebojeni, baliran-D, post-con",,,ALBe5%
Q90,49029,4,L39,7200,400 X 1600,0,0,4000,34000,2000,1000,0,6000,3000,1000,1000,0,0,5,,,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,,"A31N nebojeni, baliran-U, pre-con","A5N mix (5xxx/6xxx),baliran-U, pre-con","A6 stranice kamiona-D, post-con","A3B bojeni, vre?e-D, post-con",,,ALBe5%
Q90,43305,5,L39,7400,400 X 1100,0,0,3000,21000,2000,1000,0,12000,6000,0,1000,0,0,0,,,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,,"A31N nebojeni, baliran-U, pre-con","A5N mix (5xxx/6xxx),baliran-U, pre-con","A6 stranice kamiona-D, post-con","A3B bojeni, vre?e-D, post-con",,,
Q90,45805,5,L39,8200,400 X 1050,0,0,4000,22000,2000,1000,0,12000,6000,0,1000,0,0,0,,,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,AF60,"A31N nebojeni, baliran-U, pre-con","A5N mix (5xxx/6xxx),baliran-U, pre-con","A6 stranice kamiona-D, post-con","A3B bojeni, vre?e-D, post-con",,,
Q90,49412,4,L39,8600,400 X 1350,5000,0,4000,26000,3000,2000,1000,6000,3000,2000,0,0,0,0,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,"A31N nebojeni, baliran-U, pre-con","A5N mix (5xxx/6xxx),baliran-U, pre-con","A3N nebojeni, vre?e-D, post-con",,,,
Q90,41879,4,L39,8200,400 X 1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
N79B,10300,2,L60,4400,400 X 1100,1000,0,3000,3000,0,0,0,1000,3000,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",,,,"A31N nebojeni, baliran-U, pre-con","A1 balirano-D, pre-con",,,,,
N75,10416,2,L60,4400,400 X 1100,3000,0,3000,2000,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,"A51N nebojeni, vre?e-D, post-con","A0 vre?e-D, pre-con",,,,,
Y80,13543,3,L51,3800,400 X 1100,11500,0,500,2000,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
M40,13493,3,L60,3800,400 X 1100,13500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",,,,,,,,,,,
Q90,43922,4,L39,8600,400 X 1200,5000,0,4000,24000,2000,1000,0,2000,5000,4000,0,0,0,0,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,,"A3N nebojeni, vre?e-D, pre-con","A31N nebojeni, baliran-U, pre-con","A5N mix (5xxx/6xxx),baliran-U, pre-con",,,,
Q90,45294,3,L39,8600,400 X 1650,5000,0,3000,24000,2000,1000,0,8000,5000,0,0,0,0,5,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,,"A31N nebojeni, baliran-U, pre-con","A5N mix (5xxx/6xxx),baliran-U, pre-con",,,,,ALBe5%
Q90,43464,5,L39,8600,400 X 950,5000,0,3000,24000,2000,1000,0,8000,3000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,,"A31N nebojeni, baliran-U, pre-con","A5N mix (5xxx/6xxx),baliran-U, pre-con",,,,,
Y80,10886,2,L51,3600,400 X 1400,11000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,,
Q92,13443,3,L60,3800,400 X 1100,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",,,,,,,,,,,
EW1,10221,2,L51,3600,400 X 1300,3000,0,0,0,0,0,0,4000,4000,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,"A4N nebojeni, baliran-U, pre-con","sekundarni ingoti-D, pre-con",,,,,
EW3,12878,2,L51,4400,400 X 1350,0,0,3000,7500,500,0,0,1000,1000,300,0,0,0,0,,,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,,"A4N nebojeni, baliran-D, post-con","A51N nebojeni, vre?e-U, post-con","A6 felne-D, post-con",,,,
Y80,10109,2,L51,3600,400 X 1300,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,,
Y80,9616,2,L51,4200,400 X 1060,10000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,,
Y80,10109,2,L51,3600,400 X 1300,9000,0,1000,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
Y80,13133,2,L51,3800,400 X 1600,11000,0,2000,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
Y80,9616,2,L51,4200,400 X 1060,9000,0,1000,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
L00,9652,2,L51,4200,400 X 1060,9000,0,500,1000,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
EW3,13593,3,L60,3800,400 X 1100,0,0,2500,5500,500,0,0,2000,500,2000,1000,0,0,0,"AL ingoti  99,7% - T",,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,,"A4N nebojeni, baliran-D, pre-con","A6N nebojeni, vre?e-D, pre-con","A4N nebojeni, baliran-U, post-con","A51N nebojeni, vre?e-D, post-con",,,
EW4,13617,2,L60,4300,400 X 1450,0,0,2000,6000,500,0,0,1000,1000,1000,2000,1000,0,0,,,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,,"A0 vre?e-D, pre-con","A4N nebojeni, baliran-U, post-con","A51N nebojeni, vre?e-D, post-con","sekundarni ingoti-U, pre-con","sekundarni ingoti-D, pre-con",,
EW4,12973,2,L60,4400,400 X 1350,0,0,2000,4000,500,0,0,1000,1000,1000,0,4000,0,0,,,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,,"A0 vre?e-D, pre-con","A4N nebojeni, baliran-D, post-con","A5N nebojeni, vre?e-D, post-con","sekundarni ingoti-D, pre-con","sekundarni ingoti-U, pre-con",,
Q90,50274,5,L39,7000,400 X 1350,5000,0,4000,28000,2000,1000,0,4000,6000,2000,0,0,0,0,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,,"A3N nebojeni, baliran-U, post-con","A5N mix (5xxx/6xxx),baliran-U, pre-con","A3N nebojeni, vre?e-D, pre-con",,,,
Q90,44943,4,L39,6600,400 X 1600,10000,0,3000,10000,2000,0,0,16000,7000,0,0,0,0,5,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,"A31N nebojeni, baliran-U, pre-con","A5N mix (5xxx/6xxx),baliran-U, pre-con",,,,,ALBe5%
Q90,45646,5,L39,6600,400 X 1300,10000,0,4000,14000,2000,0,0,9000,9000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",,,"A31N nebojeni, baliran-U, pre-con","A5N mix (5xxx/6xxx),baliran-U, pre-con",,,,,
Q90,36868,5,L39,6600,400 X 1050,10000,0,4000,10000,2000,1000,0,12000,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",Metal sa livenja P30,,"A31N nebojeni, baliran-U, pre-con","A5N mix (5xxx/6xxx),baliran-U, pre-con",,,,,
N73,10536,2,L60,3600,400 X 1350,2000,0,2500,3000,500,0,0,1500,1000,1000,0,0,0,0,"AL ingoti  99,7% - T",,"P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","P30 (P30,P21,P23,P30R, P36,P35,P38?) Serija 5XXX",,,"A5N nebojeni, vre?e-D, post-con","A3B bojeni, vre?e-D, post-con","A0 vre?e-D, pre-con",,,,
EW2,10575,2,L60,3600,400 X 1350,2000,0,2000,3000,2000,500,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",M13-BOJENO Serija 3XXX,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,"A4N nebojeni, baliran-U, pre-con","A0 vre?e-D, pre-con",,,,,
EW4,11400,2,L60,3600,400 X 1450,0,0,2000,3000,500,0,0,2000,2000,2000,1000,0,0,0,,,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,,"A51N nebojeni, vre?e-D, post-con","A4N nebojeni, baliran-D, post-con","sekundarni ingoti-U, pre-con","A0 vre?e-D, pre-con",,,
EW3,13181,2,L60,3800,400 X 1600,0,0,3000,5000,500,2000,0,1000,2000,1000,0,0,0,0,"AL ingoti  99,7% - T",,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,"A0 vre?e-D, pre-con","A4N nebojeni, baliran-U, post-con","A51N nebojeni, baliran-U, post-con",,,,
EW3,9652,2,L51,4200,400 X 1060,0,0,2000,5000,500,2000,0,1000,1000,0,0,0,0,0,,,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,"A4N nebojeni, baliran-D, post-con","A0 vre?e-D, pre-con",,,,,
EW3,12975,3,L51,4200,400 X 950,0,0,3000,7500,500,0,0,1000,2000,0,0,0,0,0,,,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,,"A0 vre?e-D, pre-con","A4N nebojeni, baliran-D, post-con",,,,,
EW3,11447,2,L51,4400,400 X 1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
EW3,10970,2,L60,4400,400 X 1150,0,0,3000,3000,1500,500,0,2000,1000,1000,0,0,0,0,"AL ingoti  99,7% - T",,"M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX","M13 (M13,M14,M12,M14K,M15,M16?) Serija 3XXX",,"A0 vre?e-D, pre-con","A3B bojeni, vre?e-D, post-con","A5N nebojeni, vre?e-D, post-con",,,,
Y80,9616,2,L51,4200,400 X 1060,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,,,,,,,
Y80,13133,2,L51,3800,400 X 1600,11000,0,2000,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
Y80,10433,2,L51,4200,400 X 1150,9000,0,1500,500,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX","A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,
Y80,12830,3,L51,3600,400 X 1100,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A30 (A30,A31,A29,A33,A40?) Serija 1XXX",,,,,,,,,,,
